"film_id","title","release_year","name"
46,"Autumn Crow",2006,"Mandarin            "
46,"Autumn Crow",2006,"French              "
46,"Autumn Crow",2006,"German              "
47,"Baby Hall",2006,"English             "
47,"Baby Hall",2006,"Italian             "
47,"Baby Hall",2006,"Japanese            "
47,"Baby Hall",2006,"Mandarin            "
47,"Baby Hall",2006,"French              "
47,"Baby Hall",2006,"German              "
48,"Backlash Undefeated",2006,"English             "
48,"Backlash Undefeated",2006,"Italian             "
48,"Backlash Undefeated",2006,"Japanese            "
48,"Backlash Undefeated",2006,"Mandarin            "
48,"Backlash Undefeated",2006,"French              "
48,"Backlash Undefeated",2006,"German              "
49,"Badman Dawn",2006,"English             "
49,"Badman Dawn",2006,"Italian             "
49,"Badman Dawn",2006,"Japanese            "
49,"Badman Dawn",2006,"Mandarin            "
49,"Badman Dawn",2006,"French              "
49,"Badman Dawn",2006,"German              "
50,"Baked Cleopatra",2006,"English             "
50,"Baked Cleopatra",2006,"Italian             "
50,"Baked Cleopatra",2006,"Japanese            "
50,"Baked Cleopatra",2006,"Mandarin            "
50,"Baked Cleopatra",2006,"French              "
50,"Baked Cleopatra",2006,"German              "
51,"Balloon Homeward",2006,"English             "
51,"Balloon Homeward",2006,"Italian             "
51,"Balloon Homeward",2006,"Japanese            "
51,"Balloon Homeward",2006,"Mandarin            "
51,"Balloon Homeward",2006,"French              "
51,"Balloon Homeward",2006,"German              "
52,"Ballroom Mockingbird",2006,"English             "
52,"Ballroom Mockingbird",2006,"Italian             "
52,"Ballroom Mockingbird",2006,"Japanese            "
52,"Ballroom Mockingbird",2006,"Mandarin            "
52,"Ballroom Mockingbird",2006,"French              "
52,"Ballroom Mockingbird",2006,"German              "
53,"Bang Kwai",2006,"English             "
53,"Bang Kwai",2006,"Italian             "
53,"Bang Kwai",2006,"Japanese            "
53,"Bang Kwai",2006,"Mandarin            "
53,"Bang Kwai",2006,"French              "
53,"Bang Kwai",2006,"German              "
54,"Banger Pinocchio",2006,"English             "
54,"Banger Pinocchio",2006,"Italian             "
54,"Banger Pinocchio",2006,"Japanese            "
54,"Banger Pinocchio",2006,"Mandarin            "
54,"Banger Pinocchio",2006,"French              "
54,"Banger Pinocchio",2006,"German              "
55,"Barbarella Streetcar",2006,"English             "
55,"Barbarella Streetcar",2006,"Italian             "
55,"Barbarella Streetcar",2006,"Japanese            "
55,"Barbarella Streetcar",2006,"Mandarin            "
55,"Barbarella Streetcar",2006,"French              "
55,"Barbarella Streetcar",2006,"German              "
56,"Barefoot Manchurian",2006,"English             "
56,"Barefoot Manchurian",2006,"Italian             "
56,"Barefoot Manchurian",2006,"Japanese            "
56,"Barefoot Manchurian",2006,"Mandarin            "
56,"Barefoot Manchurian",2006,"French              "
56,"Barefoot Manchurian",2006,"German              "
57,"Basic Easy",2006,"English             "
57,"Basic Easy",2006,"Italian             "
57,"Basic Easy",2006,"Japanese            "
57,"Basic Easy",2006,"Mandarin            "
57,"Basic Easy",2006,"French              "
57,"Basic Easy",2006,"German              "
58,"Beach Heartbreakers",2006,"English             "
58,"Beach Heartbreakers",2006,"Italian             "
58,"Beach Heartbreakers",2006,"Japanese            "
58,"Beach Heartbreakers",2006,"Mandarin            "
58,"Beach Heartbreakers",2006,"French              "
58,"Beach Heartbreakers",2006,"German              "
59,"Bear Graceland",2006,"English             "
59,"Bear Graceland",2006,"Italian             "
59,"Bear Graceland",2006,"Japanese            "
59,"Bear Graceland",2006,"Mandarin            "
59,"Bear Graceland",2006,"French              "
59,"Bear Graceland",2006,"German              "
60,"Beast Hunchback",2006,"English             "
60,"Beast Hunchback",2006,"Italian             "
60,"Beast Hunchback",2006,"Japanese            "
60,"Beast Hunchback",2006,"Mandarin            "
60,"Beast Hunchback",2006,"French              "
60,"Beast Hunchback",2006,"German              "
61,"Beauty Grease",2006,"English             "
61,"Beauty Grease",2006,"Italian             "
61,"Beauty Grease",2006,"Japanese            "
61,"Beauty Grease",2006,"Mandarin            "
61,"Beauty Grease",2006,"French              "
61,"Beauty Grease",2006,"German              "
62,"Bed Highball",2006,"English             "
62,"Bed Highball",2006,"Italian             "
62,"Bed Highball",2006,"Japanese            "
62,"Bed Highball",2006,"Mandarin            "
62,"Bed Highball",2006,"French              "
62,"Bed Highball",2006,"German              "
63,"Bedazzled Married",2006,"English             "
63,"Bedazzled Married",2006,"Italian             "
63,"Bedazzled Married",2006,"Japanese            "
63,"Bedazzled Married",2006,"Mandarin            "
63,"Bedazzled Married",2006,"French              "
63,"Bedazzled Married",2006,"German              "
64,"Beethoven Exorcist",2006,"English             "
64,"Beethoven Exorcist",2006,"Italian             "
64,"Beethoven Exorcist",2006,"Japanese            "
64,"Beethoven Exorcist",2006,"Mandarin            "
64,"Beethoven Exorcist",2006,"French              "
64,"Beethoven Exorcist",2006,"German              "
65,"Behavior Runaway",2006,"English             "
65,"Behavior Runaway",2006,"Italian             "
65,"Behavior Runaway",2006,"Japanese            "
65,"Behavior Runaway",2006,"Mandarin            "
65,"Behavior Runaway",2006,"French              "
65,"Behavior Runaway",2006,"German              "
66,"Beneath Rush",2006,"English             "
66,"Beneath Rush",2006,"Italian             "
66,"Beneath Rush",2006,"Japanese            "
66,"Beneath Rush",2006,"Mandarin            "
66,"Beneath Rush",2006,"French              "
66,"Beneath Rush",2006,"German              "
67,"Berets Agent",2006,"English             "
67,"Berets Agent",2006,"Italian             "
67,"Berets Agent",2006,"Japanese            "
67,"Berets Agent",2006,"Mandarin            "
67,"Berets Agent",2006,"French              "
67,"Berets Agent",2006,"German              "
68,"Betrayed Rear",2006,"English             "
68,"Betrayed Rear",2006,"Italian             "
68,"Betrayed Rear",2006,"Japanese            "
68,"Betrayed Rear",2006,"Mandarin            "
68,"Betrayed Rear",2006,"French              "
68,"Betrayed Rear",2006,"German              "
69,"Beverly Outlaw",2006,"English             "
69,"Beverly Outlaw",2006,"Italian             "
69,"Beverly Outlaw",2006,"Japanese            "
69,"Beverly Outlaw",2006,"Mandarin            "
69,"Beverly Outlaw",2006,"French              "
69,"Beverly Outlaw",2006,"German              "
70,"Bikini Borrowers",2006,"English             "
70,"Bikini Borrowers",2006,"Italian             "
70,"Bikini Borrowers",2006,"Japanese            "
70,"Bikini Borrowers",2006,"Mandarin            "
70,"Bikini Borrowers",2006,"French              "
70,"Bikini Borrowers",2006,"German              "
71,"Bilko Anonymous",2006,"English             "
71,"Bilko Anonymous",2006,"Italian             "
71,"Bilko Anonymous",2006,"Japanese            "
71,"Bilko Anonymous",2006,"Mandarin            "
71,"Bilko Anonymous",2006,"French              "
71,"Bilko Anonymous",2006,"German              "
72,"Bill Others",2006,"English             "
72,"Bill Others",2006,"Italian             "
72,"Bill Others",2006,"Japanese            "
72,"Bill Others",2006,"Mandarin            "
72,"Bill Others",2006,"French              "
72,"Bill Others",2006,"German              "
73,"Bingo Talented",2006,"English             "
73,"Bingo Talented",2006,"Italian             "
73,"Bingo Talented",2006,"Japanese            "
73,"Bingo Talented",2006,"Mandarin            "
73,"Bingo Talented",2006,"French              "
73,"Bingo Talented",2006,"German              "
74,"Birch Antitrust",2006,"English             "
74,"Birch Antitrust",2006,"Italian             "
74,"Birch Antitrust",2006,"Japanese            "
74,"Birch Antitrust",2006,"Mandarin            "
74,"Birch Antitrust",2006,"French              "
74,"Birch Antitrust",2006,"German              "
75,"Bird Independence",2006,"English             "
75,"Bird Independence",2006,"Italian             "
75,"Bird Independence",2006,"Japanese            "
75,"Bird Independence",2006,"Mandarin            "
75,"Bird Independence",2006,"French              "
75,"Bird Independence",2006,"German              "
76,"Birdcage Casper",2006,"English             "
76,"Birdcage Casper",2006,"Italian             "
76,"Birdcage Casper",2006,"Japanese            "
76,"Birdcage Casper",2006,"Mandarin            "
76,"Birdcage Casper",2006,"French              "
76,"Birdcage Casper",2006,"German              "
77,"Birds Perdition",2006,"English             "
77,"Birds Perdition",2006,"Italian             "
77,"Birds Perdition",2006,"Japanese            "
77,"Birds Perdition",2006,"Mandarin            "
77,"Birds Perdition",2006,"French              "
77,"Birds Perdition",2006,"German              "
78,"Blackout Private",2006,"English             "
78,"Blackout Private",2006,"Italian             "
78,"Blackout Private",2006,"Japanese            "
78,"Blackout Private",2006,"Mandarin            "
78,"Blackout Private",2006,"French              "
78,"Blackout Private",2006,"German              "
79,"Blade Polish",2006,"English             "
79,"Blade Polish",2006,"Italian             "
79,"Blade Polish",2006,"Japanese            "
79,"Blade Polish",2006,"Mandarin            "
79,"Blade Polish",2006,"French              "
79,"Blade Polish",2006,"German              "
80,"Blanket Beverly",2006,"English             "
80,"Blanket Beverly",2006,"Italian             "
80,"Blanket Beverly",2006,"Japanese            "
80,"Blanket Beverly",2006,"Mandarin            "
80,"Blanket Beverly",2006,"French              "
80,"Blanket Beverly",2006,"German              "
81,"Blindness Gun",2006,"English             "
81,"Blindness Gun",2006,"Italian             "
81,"Blindness Gun",2006,"Japanese            "
81,"Blindness Gun",2006,"Mandarin            "
81,"Blindness Gun",2006,"French              "
81,"Blindness Gun",2006,"German              "
82,"Blood Argonauts",2006,"English             "
82,"Blood Argonauts",2006,"Italian             "
82,"Blood Argonauts",2006,"Japanese            "
82,"Blood Argonauts",2006,"Mandarin            "
82,"Blood Argonauts",2006,"French              "
82,"Blood Argonauts",2006,"German              "
83,"Blues Instinct",2006,"English             "
83,"Blues Instinct",2006,"Italian             "
83,"Blues Instinct",2006,"Japanese            "
83,"Blues Instinct",2006,"Mandarin            "
83,"Blues Instinct",2006,"French              "
83,"Blues Instinct",2006,"German              "
84,"Boiled Dares",2006,"English             "
84,"Boiled Dares",2006,"Italian             "
84,"Boiled Dares",2006,"Japanese            "
84,"Boiled Dares",2006,"Mandarin            "
84,"Boiled Dares",2006,"French              "
84,"Boiled Dares",2006,"German              "
85,"Bonnie Holocaust",2006,"English             "
85,"Bonnie Holocaust",2006,"Italian             "
85,"Bonnie Holocaust",2006,"Japanese            "
85,"Bonnie Holocaust",2006,"Mandarin            "
85,"Bonnie Holocaust",2006,"French              "
85,"Bonnie Holocaust",2006,"German              "
86,"Boogie Amelie",2006,"English             "
86,"Boogie Amelie",2006,"Italian             "
86,"Boogie Amelie",2006,"Japanese            "
86,"Boogie Amelie",2006,"Mandarin            "
86,"Boogie Amelie",2006,"French              "
86,"Boogie Amelie",2006,"German              "
87,"Boondock Ballroom",2006,"English             "
87,"Boondock Ballroom",2006,"Italian             "
87,"Boondock Ballroom",2006,"Japanese            "
87,"Boondock Ballroom",2006,"Mandarin            "
87,"Boondock Ballroom",2006,"French              "
87,"Boondock Ballroom",2006,"German              "
88,"Born Spinal",2006,"English             "
88,"Born Spinal",2006,"Italian             "
88,"Born Spinal",2006,"Japanese            "
88,"Born Spinal",2006,"Mandarin            "
88,"Born Spinal",2006,"French              "
88,"Born Spinal",2006,"German              "
89,"Borrowers Bedazzled",2006,"English             "
89,"Borrowers Bedazzled",2006,"Italian             "
89,"Borrowers Bedazzled",2006,"Japanese            "
89,"Borrowers Bedazzled",2006,"Mandarin            "
89,"Borrowers Bedazzled",2006,"French              "
89,"Borrowers Bedazzled",2006,"German              "
90,"Boulevard Mob",2006,"English             "
90,"Boulevard Mob",2006,"Italian             "
90,"Boulevard Mob",2006,"Japanese            "
90,"Boulevard Mob",2006,"Mandarin            "
90,"Boulevard Mob",2006,"French              "
90,"Boulevard Mob",2006,"German              "
91,"Bound Cheaper",2006,"English             "
91,"Bound Cheaper",2006,"Italian             "
91,"Bound Cheaper",2006,"Japanese            "
91,"Bound Cheaper",2006,"Mandarin            "
91,"Bound Cheaper",2006,"French              "
91,"Bound Cheaper",2006,"German              "
92,"Bowfinger Gables",2006,"English             "
92,"Bowfinger Gables",2006,"Italian             "
92,"Bowfinger Gables",2006,"Japanese            "
92,"Bowfinger Gables",2006,"Mandarin            "
92,"Bowfinger Gables",2006,"French              "
92,"Bowfinger Gables",2006,"German              "
93,"Brannigan Sunrise",2006,"English             "
93,"Brannigan Sunrise",2006,"Italian             "
93,"Brannigan Sunrise",2006,"Japanese            "
93,"Brannigan Sunrise",2006,"Mandarin            "
93,"Brannigan Sunrise",2006,"French              "
93,"Brannigan Sunrise",2006,"German              "
94,"Braveheart Human",2006,"English             "
94,"Braveheart Human",2006,"Italian             "
94,"Braveheart Human",2006,"Japanese            "
94,"Braveheart Human",2006,"Mandarin            "
94,"Braveheart Human",2006,"French              "
94,"Braveheart Human",2006,"German              "
95,"Breakfast Goldfinger",2006,"English             "
95,"Breakfast Goldfinger",2006,"Italian             "
95,"Breakfast Goldfinger",2006,"Japanese            "
95,"Breakfast Goldfinger",2006,"Mandarin            "
95,"Breakfast Goldfinger",2006,"French              "
95,"Breakfast Goldfinger",2006,"German              "
96,"Breaking Home",2006,"English             "
96,"Breaking Home",2006,"Italian             "
96,"Breaking Home",2006,"Japanese            "
96,"Breaking Home",2006,"Mandarin            "
96,"Breaking Home",2006,"French              "
96,"Breaking Home",2006,"German              "
97,"Bride Intrigue",2006,"English             "
97,"Bride Intrigue",2006,"Italian             "
97,"Bride Intrigue",2006,"Japanese            "
97,"Bride Intrigue",2006,"Mandarin            "
97,"Bride Intrigue",2006,"French              "
97,"Bride Intrigue",2006,"German              "
98,"Bright Encounters",2006,"English             "
98,"Bright Encounters",2006,"Italian             "
98,"Bright Encounters",2006,"Japanese            "
98,"Bright Encounters",2006,"Mandarin            "
98,"Bright Encounters",2006,"French              "
98,"Bright Encounters",2006,"German              "
99,"Bringing Hysterical",2006,"English             "
99,"Bringing Hysterical",2006,"Italian             "
99,"Bringing Hysterical",2006,"Japanese            "
99,"Bringing Hysterical",2006,"Mandarin            "
99,"Bringing Hysterical",2006,"French              "
99,"Bringing Hysterical",2006,"German              "
100,"Brooklyn Desert",2006,"English             "
100,"Brooklyn Desert",2006,"Italian             "
100,"Brooklyn Desert",2006,"Japanese            "
100,"Brooklyn Desert",2006,"Mandarin            "
100,"Brooklyn Desert",2006,"French              "
100,"Brooklyn Desert",2006,"German              "
101,"Brotherhood Blanket",2006,"English             "
101,"Brotherhood Blanket",2006,"Italian             "
101,"Brotherhood Blanket",2006,"Japanese            "
101,"Brotherhood Blanket",2006,"Mandarin            "
101,"Brotherhood Blanket",2006,"French              "
101,"Brotherhood Blanket",2006,"German              "
102,"Bubble Grosse",2006,"English             "
102,"Bubble Grosse",2006,"Italian             "
102,"Bubble Grosse",2006,"Japanese            "
102,"Bubble Grosse",2006,"Mandarin            "
102,"Bubble Grosse",2006,"French              "
102,"Bubble Grosse",2006,"German              "
103,"Bucket Brotherhood",2006,"English             "
103,"Bucket Brotherhood",2006,"Italian             "
103,"Bucket Brotherhood",2006,"Japanese            "
103,"Bucket Brotherhood",2006,"Mandarin            "
103,"Bucket Brotherhood",2006,"French              "
103,"Bucket Brotherhood",2006,"German              "
104,"Bugsy Song",2006,"English             "
104,"Bugsy Song",2006,"Italian             "
104,"Bugsy Song",2006,"Japanese            "
104,"Bugsy Song",2006,"Mandarin            "
104,"Bugsy Song",2006,"French              "
104,"Bugsy Song",2006,"German              "
105,"Bull Shawshank",2006,"English             "
105,"Bull Shawshank",2006,"Italian             "
105,"Bull Shawshank",2006,"Japanese            "
105,"Bull Shawshank",2006,"Mandarin            "
105,"Bull Shawshank",2006,"French              "
105,"Bull Shawshank",2006,"German              "
106,"Bulworth Commandments",2006,"English             "
106,"Bulworth Commandments",2006,"Italian             "
106,"Bulworth Commandments",2006,"Japanese            "
106,"Bulworth Commandments",2006,"Mandarin            "
106,"Bulworth Commandments",2006,"French              "
106,"Bulworth Commandments",2006,"German              "
107,"Bunch Minds",2006,"English             "
107,"Bunch Minds",2006,"Italian             "
107,"Bunch Minds",2006,"Japanese            "
107,"Bunch Minds",2006,"Mandarin            "
107,"Bunch Minds",2006,"French              "
107,"Bunch Minds",2006,"German              "
108,"Butch Panther",2006,"English             "
108,"Butch Panther",2006,"Italian             "
108,"Butch Panther",2006,"Japanese            "
108,"Butch Panther",2006,"Mandarin            "
108,"Butch Panther",2006,"French              "
108,"Butch Panther",2006,"German              "
109,"Butterfly Chocolat",2006,"English             "
109,"Butterfly Chocolat",2006,"Italian             "
109,"Butterfly Chocolat",2006,"Japanese            "
109,"Butterfly Chocolat",2006,"Mandarin            "
109,"Butterfly Chocolat",2006,"French              "
109,"Butterfly Chocolat",2006,"German              "
